ID,PANEL_NAME,TEST_NAME,"Comp_FLAG
(H = positive result / 0 = negative result)","Screen_FLAG 
(H = positive result / 0 = negative result / blank = not tested)","Confirm_FLAG 
(H = positive result / 0 = negative result / blank = not tested)",COMP/EIA_Comparison,COMP/Confirm_Comparison,EIA/Confirm_Comparison
897,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
898,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
899,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
900,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
901,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
902,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
903,Pain (PAR) - Comprehensive Screen Panel,Naloxone,H,,H,,H/H,
904,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
905,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,H,H,H,H/H,H/H,H/H
906,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
907,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
908,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
909,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
910,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
911,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,0,0,0,0/0,0/0,0/0
912,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
913,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
914,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,H,H,H,H/H,H/H,H/H
915,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
916,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
917,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
918,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
919,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
920,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
921,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
922,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
923,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
924,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
925,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
926,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
927,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
928,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
929,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
930,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
931,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
932,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
933,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
934,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
935,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
936,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
937,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,H,H,H,H/H,H/H,H/H
938,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,H,H,H,H/H,H/H,H/H
939,Pain (PAR) - Comprehensive Screen Panel,Naloxone,H,,H,,H/H,
940,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,H,H,H,H/H,H/H,H/H
941,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
942,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
943,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
944,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
945,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
946,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
947,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
948,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
949,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
950,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
951,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
952,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
953,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
954,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
955,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
956,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
957,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
958,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
959,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
960,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
961,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
962,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
963,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
964,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
965,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
966,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
967,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
968,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
969,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
970,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
971,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
972,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
973,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
974,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
975,Pain (PAR) - Comprehensive Screen Panel,Naloxone,H,,H,,H/H,
976,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
977,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,H,H,H,H/H,H/H,H/H
978,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
979,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
980,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
981,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
982,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
983,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,0,0,0,0/0,0/0,0/0
984,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
985,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
986,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,0,H,H,0/H,0/H,H/H
987,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
988,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
989,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
990,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
991,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
992,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
993,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
994,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
995,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
996,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
997,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
998,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
999,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
1000,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
1001,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
1002,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
1003,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
1004,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
1005,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
1006,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
1007,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
1008,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
1009,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
1010,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
1011,Pain (PAR) - Comprehensive Screen Panel,Naloxone,0,,0,,0/0,
1012,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
1013,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,0,0,0,0/0,0/0,0/0
1014,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
1015,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
1016,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
1017,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
1018,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
1019,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,0,0,0,0/0,0/0,0/0
1020,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
1021,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
1022,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,0,0,0,0/0,0/0,0/0
1023,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
1024,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
1025,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
1026,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
1027,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
1028,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
1029,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
1030,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
1031,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
1032,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
1033,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
1034,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
1035,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
1036,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
1037,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
1038,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
1039,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
1040,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
1041,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
1042,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
1043,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
1044,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
1045,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
1046,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
1047,Pain (PAR) - Comprehensive Screen Panel,Naloxone,H,,H,,H/H,
1048,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
1049,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,H,H,H,H/H,H/H,H/H
1050,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
1051,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
1052,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
1053,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
1054,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
1055,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,0,0,0,0/0,0/0,0/0
1056,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
1057,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
1058,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,H,H,H,H/H,H/H,H/H
1059,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
1060,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
1061,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
1062,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
1063,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
1064,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
1065,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
1066,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
1067,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
1068,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
1069,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
1070,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
1071,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
1072,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
1073,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
1074,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
1075,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
1076,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
1077,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
1078,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
1079,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
1080,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
1081,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,0,0,0,0/0,0/0,0/0
1082,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
1083,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
1084,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
1085,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
1086,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
1087,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
1088,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
1089,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
1090,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
1091,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
1092,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,H,0/0,0/H,0/H
1093,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
1094,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
1095,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
1096,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
1097,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
1098,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,H,,H,,H/H,
1099,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,H,,H,,H/H,
1100,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
1101,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
1102,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
1103,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,H,H,H,H/H,H/H,H/H
1104,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
1105,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
1106,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
1107,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
1108,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
1109,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
1110,Pain (PAR) - Comprehensive Screen Panel,Naloxone,H,,H,,H/H,
1111,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
1112,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,H,H,H,H/H,H/H,H/H
1113,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
1114,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
1115,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
1116,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
1117,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
1118,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
1119,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
1120,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
1121,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
1122,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
1123,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
1124,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
1125,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
1126,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
1127,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
1128,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
1129,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
1130,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
1131,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
1132,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
1133,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
1134,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
1135,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,0,0,0,0/0,0/0,0/0
1136,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
1137,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
1138,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
1139,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
1140,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
1141,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
1142,Pain (PAR) - Comprehensive Screen Panel,Naloxone,0,,0,,0/0,
1143,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
1144,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,0,0,0,0/0,0/0,0/0
1145,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
1146,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
1147,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
1148,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
1149,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,0,0,0,0/0,0/0,0/0
1150,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
1151,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
1152,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
1153,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,0,0,0,0/0,0/0,0/0
1154,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
1155,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
1156,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
1157,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
1158,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
1159,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
1160,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
1161,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
1162,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
1163,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
1164,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
1165,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,H,,H,,H/H,
1166,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
1167,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
1168,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
1169,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
1170,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
1171,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
1172,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
1173,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
1174,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
1175,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,H,H,H,H/H,H/H,H/H
